TimeStamp	GazePointXLeft	GazePointYLeft	PupilLeft	ValidityLeft	GazePointXRight	GazePointYRight	PupilRight	ValidityRight	GazePointX	GazePointY
480.0	0.2393	0.0105	4.4040	1	0.2884	0.0233	4.1120	1	0.2639	0.0169
483.3	0.2417	0.0123	4.4041	1	0.2876	0.0251	4.1147	1	0.2646	0.0187
486.6	0.2416	0.0119	4.3967	1	0.2854	0.0244	4.1189	1	0.2635	0.0181
489.9	0.2443	0.0153	4.3842	1	0.2882	0.0253	4.1071	1	0.2663	0.0203
493.3	0.2413	0.0155	4.3782	1	0.2853	0.0337	4.0722	1	0.2633	0.0246
496.6	0.2421	0.0139	4.3746	1	0.2893	0.0403	4.0438	1	0.2657	0.0271
500.0	0.2432	0.0120	4.3680	1	0.2853	0.0361	4.0733	1	0.2642	0.0240
503.3	0.2425	0.0169	4.3700	1	0.2846	0.0239	4.0969	1	0.2635	0.0204
506.6	0.2444	0.0148	4.3608	1	0.2891	0.0358	4.0481	1	0.2668	0.0253
510.0	0.2450	0.0193	4.3575	1	0.2872	0.0334	4.0548	1	0.2661	0.0263
513.3	0.2421	0.0172	4.3651	1	0.2882	0.0275	4.0413	1	0.2651	0.0223
516.6	0.2419	0.0135	4.3702	1	0.2903	0.0257	4.0390	1	0.2661	0.0196
519.9	0.2438	0.0147	4.3657	1	0.2855	0.0258	4.0398	1	0.2646	0.0202
523.3	0.2449	0.0157	4.3588	1	0.2856	0.0185	4.0764	1	0.2652	0.0171
526.7	0.2458	0.0165	4.3499	1	0.2888	0.0311	4.0132	1	0.2673	0.0238
529.9	0.2446	0.0159	4.3513	1	0.2939	0.0323	4.0175	1	0.2692	0.0241
533.3	0.2470	0.0185	4.3405	1	0.2894	0.0259	4.0340	1	0.2682	0.0222
536.6	0.2444	0.0149	4.3515	1	0.2897	0.0284	4.0227	1	0.2670	0.0217
540.0	0.2493	0.0229	4.3269	1	0.2901	0.0286	4.0226	1	0.2697	0.0257
543.3	0.2461	0.0160	4.3515	1	0.2886	0.0204	4.0390	1	0.2673	0.0182
546.6	0.2464	0.0169	4.3336	1	0.2914	0.0252	4.0153	1	0.2689	0.0211
549.9	0.2443	0.0181	4.3377	1	0.2898	0.0321	4.0443	1	0.2670	0.0251
553.3	0.2446	0.0243	4.3225	1	0.2874	0.0291	4.0456	1	0.2660	0.0267
556.7	0.2454	0.0208	4.3272	1	0.2899	0.0279	4.0455	1	0.2676	0.0244
559.9	0.2475	0.0180	4.3335	1	0.2907	0.0272	4.0613	1	0.2691	0.0226
563.3	0.2464	0.0167	4.3338	1	0.2928	0.0244	4.0547	1	0.2696	0.0206
566.6	0.2486	0.0215	4.3181	1	0.2908	0.0282	4.0538	1	0.2697	0.0249
569.9	0.2486	0.0195	4.3180	1	0.2936	0.0291	4.0406	1	0.2711	0.0243
573.3	0.2468	0.0187	4.3263	1	0.2948	0.0275	4.0359	1	0.2708	0.0231
576.6	0.2461	0.0200	4.3169	1	0.2871	0.0163	4.0346	1	0.2666	0.0181
580.0	0.2473	0.0145	4.3183	1	0.2885	0.0257	4.0285	1	0.2679	0.0201
583.3	0.2479	0.0180	4.3187	1	0.2846	0.0162	4.0120	1	0.2662	0.0171
586.6	0.2456	0.0172	4.3169	1	0.2871	0.0165	3.9968	1	0.2663	0.0169
589.9	0.2481	0.0209	4.2966	1	0.2849	0.0126	4.0126	1	0.2665	0.0168
593.3	0.2486	0.0194	4.3067	1	0.2880	0.0180	3.9967	1	0.2683	0.0187
596.6	0.2503	0.0218	4.2944	1	0.2883	0.0252	3.9708	1	0.2693	0.0235
599.9	0.2490	0.0190	4.3026	1	0.2892	0.0320	3.9807	1	0.2691	0.0255
603.2	0.2474	0.0184	4.2961	1	0.2915	0.0302	3.9819	1	0.2694	0.0243
606.6	0.2508	0.0199	4.2974	1	0.2898	0.0334	4.0078	1	0.2703	0.0266
610.0	0.2482	0.0208	4.2968	1	0.2899	0.0205	4.0152	1	0.2690	0.0207
613.2	0.2504	0.0186	4.2987	1	0.2912	0.0192	4.0046	1	0.2708	0.0189
616.6	0.2486	0.0211	4.2981	1	0.2867	0.0280	4.0243	1	0.2676	0.0245
619.9	0.2471	0.0182	4.3053	1	0.2920	0.0326	4.0090	1	0.2695	0.0254
623.3	0.2477	0.0238	4.2920	1	0.2914	0.0208	4.0366	1	0.2695	0.0223
626.7	0.2488	0.0221	4.2782	1	0.2888	0.0230	4.0368	1	0.2688	0.0226
629.9	0.2487	0.0243	4.2824	1	0.2915	0.0250	4.0223	1	0.2701	0.0247
633.3	0.2482	0.0240	4.2807	1	0.2888	0.0158	4.0184	1	0.2685	0.0199
636.6	0.2501	0.0206	4.2911	1	0.2897	0.0204	3.9921	1	0.2699	0.0205
640.0	0.2482	0.0237	4.2799	1	0.2844	0.0116	3.9724	1	0.2663	0.0177
643.2	0.2510	0.0232	4.2736	1	0.2864	0.0115	3.9773	1	0.2687	0.0173
646.6	0.2496	0.0248	4.2802	1	0.2837	0.0157	3.9693	1	0.2666	0.0202
649.9	0.2461	0.0240	4.2753	1	0.2902	0.0266	3.9578	1	0.2682	0.0253
653.3	0.2499	0.0208	4.2783	1	0.2858	0.0275	3.9869	1	0.2679	0.0242
656.6	0.2489	0.0233	4.2702	1	0.2872	0.0332	3.9574	1	0.2680	0.0282
659.9	0.2482	0.0241	4.2663	1	0.2891	0.0340	3.9655	1	0.2687	0.0291
663.3	0.2507	0.0255	4.2611	1	0.2899	0.0340	3.9624	1	0.2703	0.0297
666.6	0.2507	0.0237	4.2688	1	0.2894	0.0238	3.9360	1	0.2700	0.0238
669.9	0.2499	0.0226	4.2603	1	0.2883	0.0185	3.9548	1	0.2691	0.0205
673.3	0.2494	0.0215	4.2612	1	0.2914	0.0336	3.9691	1	0.2704	0.0276
676.6	0.2520	0.0241	4.2585	1	0.2893	0.0297	3.9738	1	0.2706	0.0269
680.0	0.2503	0.0292	4.2381	1	0.2880	0.0340	3.9710	1	0.2692	0.0316
683.2	0.2501	0.0278	4.2471	1	0.2888	0.0334	3.9663	1	0.2694	0.0306
686.6	0.2502	0.0217	4.2588	1	0.2887	0.0297	3.9747	1	0.2694	0.0257
689.9	0.2513	0.0215	4.2646	1	0.2944	0.0348	3.9482	1	0.2729	0.0281
693.3	0.2532	0.0317	4.2368	1	0.2909	0.0318	3.9603	1	0.2721	0.0317
696.6	0.2507	0.0238	4.2559	1	0.2885	0.0352	3.9676	1	0.2696	0.0295
699.9	0.2504	0.0273	4.2408	1	0.2894	0.0396	3.9458	1	0.2699	0.0334
703.3	0.2511	0.0328	4.2340	1	0.2877	0.0303	3.9732	1	0.2694	0.0316
706.6	0.2491	0.0258	4.2628	1	0.2904	0.0322	3.9664	1	0.2698	0.0290
710.0	0.2502	0.0278	4.2514	1	0.2855	0.0321	3.9644	1	0.2678	0.0299
713.2	0.2503	0.0306	4.2498	1	0.2888	0.0331	3.9333	1	0.2696	0.0319
716.6	0.2504	0.0264	4.2598	1	0.2863	0.0249	3.9419	1	0.2683	0.0256
719.9	0.2518	0.0321	4.2471	1	0.2889	0.0274	3.9427	1	0.2704	0.0297
723.3	0.2518	0.0332	4.2425	1	0.2895	0.0297	3.9414	1	0.2706	0.0315
726.6	0.2524	0.0234	4.2620	1	0.2863	0.0163	3.9665	1	0.2693	0.0198
729.9	0.2512	0.0318	4.2388	1	0.2870	0.0287	3.9337	1	0.2691	0.0303
733.3	0.2518	0.0248	4.2583	1	0.2871	0.0307	3.9331	1	0.2694	0.0278
736.6	0.2510	0.0233	4.2579	1	0.2888	0.0283	3.9272	1	0.2699	0.0258
739.9	0.2515	0.0246	4.2564	1	0.2866	0.0299	3.9345	1	0.2691	0.0273
743.2	0.2497	0.0242	4.2666	1	0.2887	0.0294	3.9284	1	0.2692	0.0268
746.6	0.2492	0.0286	4.2355	1	0.2908	0.0336	3.9739	1	0.2700	0.0311
750.0	0.2358	0.0082	4.2650	1	0.2801	0.0185	3.9960	1	0.2579	0.0133
753.2	0.2151	-0.0188	4.2534	1	0.2595	-0.0126	3.9633	1	0.2373	-0.0157
756.6	0.1901	-0.0448	4.2581	1	0.2393	-0.0426	3.9601	1	0.2147	-0.0437
759.9	0.1613	-0.0826	4.2997	1	0.2123	-0.0832	3.9939	1	0.1868	-0.0829
763.3	0.1401	-0.1143	4.3025	1	0.1945	-0.1066	3.9862	1	0.1673	-0.1105
766.6	0.1217	-0.1387	4.2956	1	0.1813	-0.1200	3.9794	1	0.1515	-0.1293
769.9	0.1069	-0.1568	4.2932	1	0.1598	-0.1245	3.9611	1	0.1334	-0.1406
773.2	0.0909	-0.1782	4.2970	1	0.1331	-0.1563	4.0608	1	0.1120	-0.1673
776.6	0.0747	-0.1861	4.2993	1	0.1228	-0.1628	4.0148	1	0.0987	-0.1744
780.0	0.0612	-0.1968	4.2978	1	0.1084	-0.1629	4.0340	1	0.0848	-0.1798
783.2	0.0444	-0.2054	4.2977	1	0.0931	-0.1746	4.0204	1	0.0688	-0.1900
786.6	0.0341	-0.2051	4.2909	1	0.0783	-0.1724	4.0226	1	0.0562	-0.1888
789.9	0.0270	-0.2039	4.2777	1	0.0686	-0.1701	4.0073	1	0.0478	-0.1870
793.3	0.0315	-0.2033	4.2908	1	0.0712	-0.1488	4.0044	1	0.0513	-0.1761
796.5	0.0366	-0.1986	4.2917	1	0.0824	-0.1467	3.9801	1	0.0595	-0.1727
799.9	0.0392	-0.1943	4.2984	1	0.0855	-0.1387	3.9707	1	0.0624	-0.1665
